name,address,google_map,route_proximity
Worlingworth CEVC Primary School,"Shop Street, IP13 7HX","https://www.google.com/maps/@52.269254623523295,1.2538899390417062,16z",18975.5768
The Island VI Form,,"https://www.google.com/maps/@50.69698404892718,-1.2946451550345113,16z",18984.1494
UNKNOWN,,"https://www.google.com/maps/@51.654774404426064,-3.243657481960487,16z",18988.93995
St Clement's Catholic Primary School,"Oxford Road, WA7 4NX","https://www.google.com/maps/@53.33251524809029,-2.7343083981316507,16z",18989.08658
Glanynant Learning Centre (PRU),,"https://www.google.com/maps/@51.66887467421848,-3.2291733636659727,16z",18992.67112
Bournemouth Park Academy,,"https://www.google.com/maps/@51.5462322966582,0.7204711443057038,16z",19001.25914
Ysgol G.G. Ynyswen,,"https://www.google.com/maps/@51.66500105002232,-3.5206039326280747,16z",19004.28212
St George's CE Primary School,"The Hoskers, Westhoughton, BL5 2FB","https://www.google.com/maps/@53.54225236586046,-2.5341797849012466,16z",19005.97548
Markland Hill Primary School,"Markland Hill, Bolton, BL1 5EJ","https://www.google.com/maps/@53.58558750207866,-2.4769416965540874,16z",19006.28518
Pontypridd High School,,"https://www.google.com/maps/@51.6243816973046,-3.3222702937803716,16z",19006.37177
Ysgol Bro Idris (Ieuan Gwynedd),,"https://www.google.com/maps/@52.78160418629603,-3.7763661303736775,16z",19007.50302
Priddy Primary School,BA5 3BE,"https://www.google.com/maps/@51.25944986761373,-2.6785319720587566,16z",19008.19415
Peter Symonds College,"Owens Road, Winchester, SO22 6RX","https://www.google.com/maps/@51.07006887556204,-1.3257085799925803,16z",19008.76315
St Joseph's Catholic Primary School,"Walton Avenue, WA5 2AU","https://www.google.com/maps/@53.389664212334964,-2.6578142452432307,16z",19010.80036
West Raynham Church of England Primary Academy,NR21 7HH,"https://www.google.com/maps/@52.79120751247969,0.7764839233534505,16z",19019.68711
Belthorn Academy Primary School,"Belthorn Road, Belthorn , Blackburn, BB1 2NY","https://www.google.com/maps/@53.717212984540694,-2.427054470843742,16z",19022.86037
John Leggott Sixth Form College,,"https://www.google.com/maps/@53.5755966862409,-0.6681528626629444,16z",19032.67444
Gilberdyke Primary School,"Gilberdyke Primary School, Scalby Lane, Brough, HU15 2SS","https://www.google.com/maps/@53.75388758579863,-0.7380300536004705,16z",19036.76848
Cymmer Primary School,CF39 9EY,"https://www.google.com/maps/@51.605645685791906,-3.412453859087255,16z",19050.13135
UNKNOWN,,"https://www.google.com/maps/@53.39061327538977,-2.6556830504738387,16z",19066.23306
St Swithun's School,"Alresford Road, Winchester, SO21 1HA","https://www.google.com/maps/@51.06273746910651,-1.2885175959510757,16z",19074.07886
Medina House Primary School,"School Lane, Newport, PO30 2HS","https://www.google.com/maps/@50.701042652557994,-1.2839219186893154,16z",19079.57208
Hermitage Primary School,,"https://www.google.com/maps/@51.46045874441831,-1.2680579026941776,16z",19080.84608
Ysgol Gymuned Bryngwran,"Bryngwran, Caergybi, LL65 3PP","https://www.google.com/maps/@53.26878602689945,-4.477261336294194,16z",19083.29446
St. Michael's Primary School,"Station Road, Withyham, TN7 4BP","https://www.google.com/maps/@51.11475157325948,0.0995602222442733,16z",19088.3627
St Helen's Church of England Primary School,,"https://www.google.com/maps/@51.42842800962454,0.4952773119986436,16z",19090.69782
Treorchy Comprehensive School,,"https://www.google.com/maps/@51.655871869410696,-3.5078214408364783,16z",19091.9851
Cann Hall Primary School,"Constable Avenue, Clacton-on-Sea, CO16 8DA","https://www.google.com/maps/@51.80626754456469,1.1387301180129166,16z",19097.07452
St Bernard's High School,,"https://www.google.com/maps/@51.537874121276815,0.6992155617995413,16z",19100.17626
Merchant Taylors' Prep School,,"https://www.google.com/maps/@51.633710738256,-0.43886721976372817,16z",19116.10155
Steep Church of England VC Primary School,"95-97 Church Road, Petersfield, GU32 2DE","https://www.google.com/maps/@51.02282510703147,-0.939943287191714,16z",19117.47447
UNKNOWN,,"https://www.google.com/maps/@53.60195046412525,-2.4603395102083354,16z",19126.09051
Hindley Green Community Primary School,"Thomas Street, WN2 4SS","https://www.google.com/maps/@53.52305864586792,-2.548934841128258,16z",19127.41559
UNKNOWN,,"https://www.google.com/maps/@51.66021608472768,-0.27105111286762973,16z",19131.16158
Priory Lane Infant School,,"https://www.google.com/maps/@53.569702425217876,-0.6598418336653885,16z",19133.7226
Winnall Primary School,"Garbett Road, Winchester, SO23 0NY","https://www.google.com/maps/@51.06425132443957,-1.315089650372245,16z",19134.45049
Bristow Infant School,,"https://www.google.com/maps/@51.32033199336626,-0.7545827440032958,16z",19137.6274
Holme Valley Primary School,"44 Timberland, Bottesford, DN16 3SL","https://www.google.com/maps/@53.55510925942125,-0.63808781396986,16z",19139.56821
Alaw Primary School,,"https://www.google.com/maps/@35.33761207170694,-8.705042431047085,16z",19150.10642
St Bede Church of England Primary School,"Gordon Road, Winchester, SO23 7DD","https://www.google.com/maps/@51.06635679790852,-1.3112648260555366,16z",19153.27168
Medina House Primary School,"Green Street, Newport, PO30 2AN","https://www.google.com/maps/@50.6994434357424,-1.2851212678406776,16z",19154.59545
Esh CofE (Aided) Primary School,"Front Street, Durham, DH7 9QR","https://www.google.com/maps/@54.791182273332495,-1.6952776232380333,16z",19156.91429
St Patrick's R.C. Primary School,"Goatbeck Terrace, Durham, DH7 8JJ","https://www.google.com/maps/@54.75511620605526,-1.6135738732880311,16z",19157.37784
Ysgol Penrhyn / New Broughton Primary School,"School Lane, New Broughton, LL11 6SF","https://www.google.com/maps/@53.05779001036856,-3.032152570399103,16z",19159.10572
Felsted Preparatory School,,"https://www.google.com/maps/@51.856470866563456,0.4362379970248665,16z",19160.79121
Felsted School,,"https://www.google.com/maps/@51.85609429184342,0.4408459799541716,16z",19177.39097
Kingfisher Primary School,,"https://www.google.com/maps/@50.946428362900065,-2.6827991532941162,16z",19177.48533
Barons Court Primary School & Nursery,,"https://www.google.com/maps/@51.538577380612224,0.7033231688238152,16z",19178.82731
St Peter's Smithill's Dean Church of England Primary School,"Limefield Road, BL1 6LA","https://www.google.com/maps/@53.60174489079711,-2.4601079685311498,16z",19202.01877
Egerton Primary School,"Cox Green Road, BL7 9RE","https://www.google.com/maps/@53.63399156985057,-2.4422139840499746,16z",19206.13091
Frimley CofE School,,"https://www.google.com/maps/@51.30760459963292,-0.7328247823097654,16z",19209.55545
Hevingham Primary School,,"https://www.google.com/maps/@52.744783600307954,1.2463002645868586,16z",19212.67978
Abertillery Learning Community (Bryngwyn Road Primary Campus),NP13 2PD,"https://www.google.com/maps/@51.714039304859796,-3.123158225500177,16z",19213.47866
Woodham Academy,"Washington Crescent, Newton Aycliffe, DL5 4AX","https://www.google.com/maps/@54.626116807734526,-1.564884651458418,16z",19216.06919
Brundall Primary School,"Braydeston Avenue, NR13 5JX","https://www.google.com/maps/@52.62275064889872,1.4379524744783911,16z",19222.02991
St Edward's Catholic Primary School,"Wivern Place, WA7 1RZ","https://www.google.com/maps/@53.34208899058245,-2.7232706119649763,16z",19227.59091
"St Michael's Roman Catholic Voluntary Aided Primary School, Esh Laude","Esh Village, Durham, DH7 9QY","https://www.google.com/maps/@54.79019528564459,-1.6958955997371277,16z",19227.91924
"Sacred Heart Catholic Primary School, Hindley Green","Swan Lane, Wigan, WN2 4HD","https://www.google.com/maps/@53.52666034314772,-2.54700977408436,16z",19227.95292
Epping Upland Church of England Primary School,,"https://www.google.com/maps/@51.72551932463031,0.07762133957554292,16z",19249.71213
The British School,GL12 7JU,"https://www.google.com/maps/@51.63556378904098,-2.3499222484514517,16z",19249.82003
Oakfield Primary School,"Morecambe Avenue, Scunthorpe, DN16 3JF","https://www.google.com/maps/@53.56100671221618,-0.6519051340181558,16z",19252.30917
Ysgol Plas Coch,,"https://www.google.com/maps/@53.05873606349824,-3.005830204474015,16z",19269.2133
Priory Lane Junior School,,"https://www.google.com/maps/@53.56947806522225,-0.6644537866391985,16z",19269.62424
Weeke Primary School,"Stoney Lane, Winchester, SO22 6DR","https://www.google.com/maps/@51.07412666534249,-1.3342284168985883,16z",19271.14494
Hainford Primary Partnership School,"Newton Road, NR10 3BQ","https://www.google.com/maps/@52.72278103637408,1.2897810992071577,16z",19281.82802
Melior Community College (North Site),,"https://www.google.com/maps/@53.55996087629396,-0.7230938963020704,16z",19284.71256
Ladygrove Park Primary School,OX11 7GB,"https://www.google.com/maps/@51.61208589133079,-1.2426570052966148,16z",19294.3624
Clevelands Preparatory School,"425 Chorley New Road, Bolton, BL1 5DH","https://www.google.com/maps/@53.57940050935735,-2.4754261318626543,16z",19295.79107
Ewhurst C of E Aided Infants School,"The Street, GU6 7PX","https://www.google.com/maps/@51.15283391443627,-0.44241031521092217,16z",19298.05525
Sarratt Church of England Primary School,WD3 6AS,"https://www.google.com/maps/@51.68143488196663,-0.4899943094407017,16z",19302.40147
Four Swannes Primary School,,"https://www.google.com/maps/@51.68762642150741,-0.030948043430980055,16z",19310.21592
Hurst Drive Primary School,,"https://www.google.com/maps/@51.684608214318054,-0.040809448330022126,16z",19312.04577
Saint Leonards Cof E School,,"https://www.google.com/maps/@53.80289109655475,-2.428693726656458,16z",19313.33552
Morpeth First School,"Morpeth, NE61 2AP","https://www.google.com/maps/@55.154528874455096,-1.6864266301471118,16z",19314.8957
Helsby High School,"Chester Road, WA6 0HY","https://www.google.com/maps/@53.28084680859336,-2.7509088103665174,16z",19316.32031
St Peter and St Paul’s School,,"https://www.google.com/maps/@53.769791997846006,-2.421747474340894,16z",19316.71778
Acton Park Junior School,,"https://www.google.com/maps/@53.06069676372279,-2.9863805836070663,16z",19322.75342
Wisborough Green Primary School,"Newpound Lane, Billingshurst, RH14 0EE","https://www.google.com/maps/@51.02386973940086,-0.5017010791059641,16z",19325.52069
Westhoughton High School,"Bolton Road, Westhoughton, BL5 3DN","https://www.google.com/maps/@53.548649929003396,-2.516705801334013,16z",19329.95019
Felsted School,,"https://www.google.com/maps/@51.8588314310291,0.4397893475169775,16z",19338.29487
Craig-Yr-Hesg Primary School,CF37 3BP,"https://www.google.com/maps/@51.623548626060135,-3.3277476923054357,16z",19339.86287
Felsted Primary School,"Watch House Green, Dunmow, CM6 3EB","https://www.google.com/maps/@51.86319569021696,0.45118022146788206,16z",19343.0182
Cradle Hill Community Primary School,"Lexden Road, Seaford, BN25 3BA","https://www.google.com/maps/@50.782667143275205,0.1132809996404295,16z",19345.84899
Hurworth House Independent School,"Westfield Drive, DL2 2AD","https://www.google.com/maps/@54.48634306959159,-1.528282398711351,16z",19348.27972
Bearpark Primary School,"Colliery Road, Durham, DH7 7AU","https://www.google.com/maps/@54.78545617989348,-1.6306592340499102,16z",19349.57084
West Pennard C of E VC Primary School,"Church Lane, BA6 8NT","https://www.google.com/maps/@51.142418779768676,-2.6419870331341686,16z",19353.60283
Felsted School,,"https://www.google.com/maps/@51.85988667121837,0.4354127693272381,16z",19357.38397
Hurworth Primary School,"Westfield Drive, DL2 2ET","https://www.google.com/maps/@54.4865313595446,-1.5328443865837795,16z",19372.18416
Hyndburn Academy,,"https://www.google.com/maps/@53.77148843214301,-2.4224824468259647,16z",19372.43736
The Weald School,"Station Road, Billingshurst, RH14 9RY","https://www.google.com/maps/@51.015446918935396,-0.4527545701441274,16z",19378.35464
UNKNOWN,,"https://www.google.com/maps/@53.11729744233745,-3.324038582714588,16z",19378.99764
Walton-on-the-Naze Primary School,"Standley Road, Walton-on-the-Naze, CO14 8PT","https://www.google.com/maps/@51.849235916946675,1.2749997529343748,16z",19380.27948
Seaford Head School,,"https://www.google.com/maps/@50.76856038760295,0.10818928779281617,16z",19389.50139
Tillingbourne Middle School,"New Road, Chilworth, GU4 8NB","https://www.google.com/maps/@51.21197370981991,-0.5438409328343636,16z",19401.1342
Ottery St Mary Primary School,"Longdogs Lane, Ottery St Mary, EX11 1HY","https://www.google.com/maps/@50.7507090941443,-3.2708270041486944,16z",19403.47215
Sugar Hill Primary School,,"https://www.google.com/maps/@54.61861230307171,-1.5673426423138275,16z",19409.71119
Choppington Primary School,,"https://www.google.com/maps/@55.153129442245735,-1.6024488934206198,16z",19412.34095
Harvey Road Primary School,"Harvey Road, Rickmansworth, WD3 3BN","https://www.google.com/maps/@51.64521804771519,-0.4499620749359337,16z",19415.12864
Clutton CofE Primary School,"Station Road, BS39 5RA","https://www.google.com/maps/@51.33097583020809,-2.5410720270752103,16z",19422.69864
Osborne School,"Athelstan Road, Winchester, SO23 7GA","https://www.google.com/maps/@51.07162498738067,-1.317551435198664,16z",19422.95875
Reid Street Primary School,"Reid Street, Darlington, DL3 6EX","https://www.google.com/maps/@54.53292569152463,-1.5646494278517953,16z",19425.33071
Barling Magna Primary Academy,"Little Wakering Road, Southend-on-Sea, SS3 0LN","https://www.google.com/maps/@51.56971735999119,0.7825331212883907,16z",19428.76227
Penketh High School,"Heath Road, WA5 2BY","https://www.google.com/maps/@53.38777142732637,-2.646866979244816,16z",19429.627
Callands Community Primary School,"Callands Road, WA5 9RJ","https://www.google.com/maps/@53.412275694465045,-2.617802717633021,16z",19430.42415
St Mary's Roman Catholic Voluntary Aided Primary School,"Central Avenue, Newton Aycliffe, DL5 5NP","https://www.google.com/maps/@54.62305802066617,-1.5662779955746613,16z",19433.40156
Skerne Park Academy,"Coleridge Gardens, Darlington, DL1 5AJ","https://www.google.com/maps/@54.512103364947706,-1.5542333566487487,16z",19437.40392
Earsham Church of England Primary School,"School Road, NR35 2TF","https://www.google.com/maps/@52.45126882205149,1.4215304589821924,16z",19438.6884
Frogmore Junior School,"Green Lane, GU17 0NY","https://www.google.com/maps/@51.33297298938282,-0.7977485813492916,16z",19446.83897
Polam Hall School,"Grange Road, Darlington, DL1 5PA","https://www.google.com/maps/@54.517497946245506,-1.5593465390480536,16z",19450.10687
Ysgol Borthyn,"Borthyn, Ruthin, LL15 1NT","https://www.google.com/maps/@53.11315173137445,-3.3191643524327836,16z",19452.84367
Ysgol G.G. Bronllwyn,,"https://www.google.com/maps/@51.642027321297334,-3.484174352643351,16z",19455.28421
St Neots,,"https://www.google.com/maps/@51.35093164642294,-0.9022155942320015,16z",19455.61121
Watford Fields Junior School,,"https://www.google.com/maps/@51.6452073698211,-0.39053449173827043,16z",19459.08689
St John's School,,"https://www.google.com/maps/@51.6826159301601,-0.14380976573751145,16z",19459.32591
Trehopcyn Primary School,"Plymouth Road, Hopkinstown, CF37 2RH","https://www.google.com/maps/@51.60598075233756,-3.3579265348835463,16z",19460.18672
Smithills School,"Smithills Dean Road, Bolton, BL1 6JS","https://www.google.com/maps/@53.599980835815295,-2.4530831023318576,16z",19460.3439
Ysgol Pantpastynog,"Ysgol Pant Pastynog, Denbigh, LL16 4SG","https://www.google.com/maps/@53.144865449285085,-3.4269253893899587,16z",19476.80622
Abbey Woods Academy,"Wimblestraw Road, OX10 7LZ","https://www.google.com/maps/@51.65992035128933,-1.173688989736402,16z",19478.26487
UNKNOWN,,"https://www.google.com/maps/@53.05297610737722,-3.064444734403699,16z",19479.06296
Buxted Church of England Primary School,"Hurstwood Road, TN22 4BB","https://www.google.com/maps/@50.99197668886278,0.11949484403138703,16z",19479.49473
Finchampstead School,,"https://www.google.com/maps/@51.361315157152866,-0.8606445789460762,16z",19483.68557
Longwick Church of England Combined School,"Walnut Tree Lane, Princes Risborough, HP27 9SJ","https://www.google.com/maps/@51.73724617985337,-0.8611079674776035,16z",19484.42065
Tŷ Gwyn Education Centre,,"https://www.google.com/maps/@51.62355818827032,-3.3312893647601,16z",19490.31452
Manor Primary School,"Lydalls Close, OX11 7LB","https://www.google.com/maps/@51.60801831407021,-1.2509993274931095,16z",19495.90945
Ysgol Y Bedol,"Ysgol Y Bedol, Folland Road, Ammanford, SA18 2GB","https://www.google.com/maps/@51.805168044822445,-3.904995919396757,16z",19498.56299
Frogmore Infant School,"Green Lane, GU17 0NY","https://www.google.com/maps/@51.333132657950486,-0.7957303040196444,16z",19503.36024
St Charles' RC School,"Knowles Street, Blackburn, BB1 4HT","https://www.google.com/maps/@53.76623544826511,-2.4183280628505464,16z",19507.27959
Billingshurst Primary School,"Station Road, Billingshurst, RH14 9RE","https://www.google.com/maps/@51.018990573549345,-0.4531552745417888,16z",19511.34669
Gilfach Fargoed Primary School,,"https://www.google.com/maps/@51.67692351716856,-3.228240770861549,16z",19511.57129
Maesmarchog Community Primary School,"School Road, SA10 9LB","https://www.google.com/maps/@51.77727410710582,-3.663644488843731,16z",19512.98404
St John's C of E Primary School,,"https://www.google.com/maps/@51.06594629677653,0.14609984564705236,16z",19517.78405
Clacton Coastal Academy,"Pathfields Road, Clacton-on-Sea, CO15 3JL","https://www.google.com/maps/@51.80133932012621,1.1407682538185862,16z",19522.75035
Abertillery Learning Community (Queen Street Primary Campus),"Queen Street, NP13 1AP","https://www.google.com/maps/@51.726933296034964,-3.1304932176146956,16z",19529.49791
UNKNOWN,,"https://www.google.com/maps/@51.643746840615215,-0.4184926369608048,16z",19533.46713
Laurance Haines School,"Vicarage Road, Watford, WD18 0DD","https://www.google.com/maps/@51.646927145836315,-0.4071442744748441,16z",19533.90817
UNKNOWN,,"https://www.google.com/maps/@51.755343303559115,-0.7363497424600564,16z",19550.91106
Church Road Primary School,"Captains Clough Road, Bolton, BL1 5RU","https://www.google.com/maps/@53.591771793193445,-2.4622664859658845,16z",19551.01658
Hawley Primary School,"Hawley Road, GU17 9BH","https://www.google.com/maps/@51.32591157030258,-0.774827979484414,16z",19553.8944
Weston Primary School,"Lambsickle Lane, WA7 4RA","https://www.google.com/maps/@53.32030956864686,-2.7345100915828136,16z",19554.73826
Porth Community School,"Cemetery Road, CF39 0BS","https://www.google.com/maps/@51.61745125143161,-3.4187908795635362,16z",19556.95119
Llanybydder Primary,,"https://www.google.com/maps/@52.07240493328558,-4.148006773991946,16z",19559.7747
Glyn-Gaer CP School,,"https://www.google.com/maps/@51.66264544408349,-3.2453284018913413,16z",19560.6355
Eatock Primary School,"Saint George's Avenue, Westhoughton, BL5 2ER","https://www.google.com/maps/@53.53900861988523,-2.52903583888509,16z",19561.83138
Oasis Academy Parkwood,,"https://www.google.com/maps/@53.5784266585932,-0.6805640735131905,16z",19568.58064
Marksbury CofE Primary School,BA2 9HS,"https://www.google.com/maps/@51.3615221827664,-2.4793706922362464,16z",19579.45995
Watford Grammar School for Girls,,"https://www.google.com/maps/@51.651653949534435,-0.39662129338030044,16z",19584.15515
The Ilsleys Primary School,"Church Hill, East Ilsley, RG20 7LP","https://www.google.com/maps/@51.524390431367976,-1.2902620158535643,16z",19594.39416
Thorneyholme Roman Catholic Primary School,"Trough Road, Dunsop Bridge, BB7 3BG","https://www.google.com/maps/@53.94631116688985,-2.5254924840889506,16z",19594.9315
Long Wittenham Primary School,,"https://www.google.com/maps/@51.64153935727917,-1.2099188677297443,16z",19598.16386
Great Kimble Church of England School,"Church Lane, Aylesbury, HP17 9TH","https://www.google.com/maps/@51.74719230609464,-0.8069823787204062,16z",19603.91191
Longwood School,,"https://www.google.com/maps/@51.65458980548304,-0.37500880390737285,16z",19606.20614
Ysgol Bryn Onnen,,"https://www.google.com/maps/@51.74582548191275,-3.0639671517022804,16z",19611.39576
Cross Farm Infant School,,"https://www.google.com/maps/@51.303644388650966,-0.7333996892670323,16z",19612.2689
Lowton Junior & Infants School,"Newton Road, WA3 2AW","https://www.google.com/maps/@53.47108964658666,-2.557818007142853,16z",19613.4882
St Augustine's RC Primary School,"Beechwood Avenue, DL3 7HP","https://www.google.com/maps/@54.33773211914309,-1.2661156128026148,16z",19615.84985
Treorchy Primary School,"Glyncoli Road, Treorchy, CF42 6SA","https://www.google.com/maps/@51.66097044070341,-3.505028750096184,16z",19616.35394
Watford Fields Infant School,,"https://www.google.com/maps/@51.65108508923543,-0.39336183760259247,16z",19616.86418
Coalway Infant School,GL16 7HL,"https://www.google.com/maps/@51.790882868292535,-2.6003133232360147,16z",19617.40505
Manor Primary School,"Lydalls Close, OX11 7LB","https://www.google.com/maps/@51.60868667233085,-1.251063908970301,16z",19617.55151
Coalway Junior School,"Coalway Road, GL16 7HL","https://www.google.com/maps/@51.79216595624145,-2.6001218876693644,16z",19621.78532
St John's C of E Academy,GL16 8DU,"https://www.google.com/maps/@51.79478667899614,-2.624254984588901,16z",19624.55809
Yorke Mead Primary School,"Dulwich Way, Rickmansworth, WD3 3PX","https://www.google.com/maps/@51.65062218243893,-0.4509453953725072,16z",19631.42318
Cowley Hill School,,"https://www.google.com/maps/@51.664646256207476,-0.2734028178010177,16z",19634.29878
St Charles R.C.V.A. School,"Durham Road, Spennymoor, DL16 6SL","https://www.google.com/maps/@54.705880971544836,-1.5915218097880126,16z",19636.38842
Ysgol Bryn Tabor,"Heol Maelor, Coedpoeth, LL11 3NB","https://www.google.com/maps/@53.051632427364204,-3.068332124510552,16z",19638.24239
Cheriton Primary School,"Alresford, SO24 0QA","https://www.google.com/maps/@51.053652319364325,-1.1684379178298565,16z",19640.03289
High Hurstwood Church of England Primary School,"Chillies Lane, High Hurstwood, TN22 4AD","https://www.google.com/maps/@51.01752969189932,0.13001618576846086,16z",19642.88645
St Joseph's Catholic Primary School,,"https://www.google.com/maps/@51.69112940430218,-0.028622576980546953,16z",19644.81116
Washacre Primary School,"Clough Avenue, Westhoughton, BL5 2NJ","https://www.google.com/maps/@53.54329284936176,-2.519209918421925,16z",19653.21812
UNKNOWN,,"https://www.google.com/maps/@51.54578912741063,0.7395984023071727,16z",19654.05558
Chilthorne Domer Church School,"Main Street, Chilthorne Domer, BA22 8RD","https://www.google.com/maps/@50.967605596004525,-2.6751047674317467,16z",19655.82891
Ton Infants School,,"https://www.google.com/maps/@51.64494990213493,-3.486665385686622,16z",19656.75638
Pewithall Primary School,"Kenilworth Avenue, WA7 4XQ","https://www.google.com/maps/@53.32691481042601,-2.727389903449368,16z",19667.48117
Raglan VC Church in Wales Primary School,"Chepstow Road, Raglan, NP15 2EN","https://www.google.com/maps/@51.76418735251464,-2.8486997456282266,16z",19672.71997
Potley Hill Primary School,"Potley Hill Road, GU46 6AG","https://www.google.com/maps/@51.336116487439746,-0.810474397197005,16z",19673.61273
UNKNOWN,,"https://www.google.com/maps/@54.730058146635265,-1.5783893925158587,16z",19678.41833
Dunbury Church of England Academy,"Dolway Lane, Winterborne Whitechurch, DT11 0AW","https://www.google.com/maps/@50.80095076789606,-2.2339542948651934,16z",19685.63388
Feniton Church of England Primary School,"Station Road, Feniton, EX14 3EA","https://www.google.com/maps/@50.78743727351046,-3.2792329327731835,16z",19692.67897
St George's School,"Watergate Road, Newport, PO30 1XW","https://www.google.com/maps/@50.689741831522504,-1.2914385339091714,16z",19695.11124
Ashton Hayes Primary School,"Church Road, CH3 8AB","https://www.google.com/maps/@53.22231990551629,-2.741359459840388,16z",19695.20077
Durham Community Business College,"Bracken Court, Durham, DH7 7NG","https://www.google.com/maps/@54.78264183228087,-1.6354535563037316,16z",19696.66366
Shalford Infant and Nursery School,,"https://www.google.com/maps/@51.20958619985515,-0.5645158643764843,16z",19708.87537
Hamstel Junior School,,"https://www.google.com/maps/@51.545943558973335,0.7379106249289671,16z",19709.52864
Clacton Coastal Academy,,"https://www.google.com/maps/@51.79927543215957,1.1423905595354578,16z",19727.24487
Borras Park Community Primary School,,"https://www.google.com/maps/@53.06018083476542,-2.969108072978993,16z",19733.70964
Didcot Girls' School,"Manor Crescent, Didcot, OX11 7AJ","https://www.google.com/maps/@51.610421011868844,-1.249288025706462,16z",19734.3792
Hertswood Academy,"Cowley Hill, Borehamwood, WD6 5LG","https://www.google.com/maps/@51.6682994654796,-0.2645006887457229,16z",19734.40235
Brown's Church of England Primary School,"Brown's Church of England Primary School, Sandygate Lane, Sleaford, NG34 0PL","https://www.google.com/maps/@52.900834386173536,-0.33255158988338024,16z",19737.04259
North Park Primary & Nursery School,"Saint Andrew's Lane, Spennymoor, DL16 6PP","https://www.google.com/maps/@54.69995012593455,-1.5914827031633858,16z",19737.31597
UNKNOWN,,"https://www.google.com/maps/@51.66505192610217,-0.2871492865706948,16z",19739.6662
Beaumont Primary School,"Wendover Drive, Bolton, BL3 4RX","https://www.google.com/maps/@53.56935977402046,-2.48083571954438,16z",19742.01846
Woodlands School,,"https://www.google.com/maps/@51.66552549911716,-0.2743114002975342,16z",19743.94466
St Nicholas School,,"https://www.google.com/maps/@51.546961438691355,0.7410216268172584,16z",19752.43926
Cawston Church of England Primary Academy,"Aylsham Road, NR10 4AY","https://www.google.com/maps/@52.76716568547184,1.168701021952193,16z",19757.31113
Ton Pentre Junior School,,"https://www.google.com/maps/@51.6488202610896,-3.491212300688486,16z",19757.32534
Porters Grange Primary School and Nursery,,"https://www.google.com/maps/@51.53947573382041,0.7241759681876653,16z",19757.76112
Hamstel Infant School and Nursery,,"https://www.google.com/maps/@51.54653557461317,0.7379467763484094,16z",19762.8916
UTC South Durham,,"https://www.google.com/maps/@54.59437502879479,-1.5795165795861255,16z",19764.74544
St John's Preparatory and Senior School,"Potters Bar, EN6 5QT","https://www.google.com/maps/@51.684514349482754,-0.15896832822544985,16z",19770.26665
Rudgwick Primary School,"Tates Way, Rudgwick, RH12 3HW","https://www.google.com/maps/@51.08717137801412,-0.4485646682639777,16z",19772.1299
Aldenham School - Music Department,,"https://www.google.com/maps/@51.66261263750454,-0.3264935052996354,16z",19774.71857
St Vincent's Catholic Primary School,"Finlay Avenue, WA5 2PN","https://www.google.com/maps/@53.380038034017495,-2.656115158992928,16z",19776.18533
The Heath School,"Clifton Road, WA7 4SY","https://www.google.com/maps/@53.32554975661683,-2.725610187376714,16z",19776.74717
Annecy  Catholic Primary School,,"https://www.google.com/maps/@50.771133504664554,0.11407226101173967,16z",19777.38687
Aldenham School - Wells Centre,,"https://www.google.com/maps/@51.66275690593664,-0.32591895216933336,16z",19789.00321
Flitch Green County Primary,,"https://www.google.com/maps/@51.858932156787645,0.41675978453732254,16z",19792.24467
Mytchett Primary School,,"https://www.google.com/maps/@51.294418117156695,-0.7281269763740633,16z",19792.94739
The Edward Richardson Primary School,"East Road, Horncastle, LN9 6QQ","https://www.google.com/maps/@53.25236851626375,-0.00582923938307231,16z",19793.02198
UNKNOWN,,"https://www.google.com/maps/@53.388559508708425,-2.6448628107443546,16z",19794.17751
Horton Primary School,BS37 6QP,"https://www.google.com/maps/@51.55688464858507,-2.343958650903088,16z",19795.2921
Walmsley CofE Primary School,"Blackburn Road, Bolton, BL7 9SA","https://www.google.com/maps/@53.62417284810983,-2.4367769666960806,16z",19796.30183
Cefn Primary School,"Greenfield Avenue, CF37 3BD","https://www.google.com/maps/@51.6211519789122,-3.3422461825470755,16z",19797.0795
White Hall Academy,"Melbourne Road, Clacton-on-Sea, CO15 3SP","https://www.google.com/maps/@51.801710966984245,1.1465844540752421,16z",19799.8913
Froxfield CofE Primary School,"High Cross Lane, Petersfield, GU32 1EG","https://www.google.com/maps/@51.033651925380525,-0.9858077025075924,16z",19807.23309
Frogmore Community College,"Potley Hill Road, GU46 6AG","https://www.google.com/maps/@51.33438175025896,-0.8112051131027901,16z",19809.31237
Rhosddu Primary School,"Price's Lane, Rhosddu, LL11 2NB","https://www.google.com/maps/@53.055602753825724,-2.9976376939304674,16z",19810.00116
Harestock Primary School,"Bramshaw Close, Winchester, SO22 6LU","https://www.google.com/maps/@51.07997951131295,-1.3358135316070667,16z",19816.79432
St Thomas of Canterbury RC School,"Eastbourne Grove, Bolton, BL1 5LH","https://www.google.com/maps/@53.584958989930364,-2.463967537872641,16z",19824.3794
Penketh South Community Primary School,"Finlay Avenue, WA5 2PN","https://www.google.com/maps/@53.3799746944622,-2.6553984683441763,16z",19825.39452
Leigh St Peter's CofE Primary School,"Leigh Street, Leigh, WN7 4TP","https://www.google.com/maps/@53.49883215593267,-2.542643428652118,16z",19825.75906
